Date,E-waste (kt) per Year
2019/5/06,8.161083415
2019/5/07,8.245253335
2019/5/08,8.352490497
2019/5/09,8.262423662
2019/5/10,8.131873714
2019/5/11,7.849914602
2019/5/12,7.76990214
2019/5/13,7.674141267
2019/5/14,7.601479232
2019/5/15,7.626801949
2019/5/16,7.769123381
2019/5/17,7.817192606
2019/5/18,7.864389029
2019/5/19,7.885739418
2019/5/20,7.93546294
2019/5/21,8.007399042
2019/5/22,8.050023671
2019/5/23,8.037838801
2019/5/24,8.090786846
2019/5/25,8.111743319
2019/5/26,8.156478738
2019/5/27,8.170472488
2019/5/28,8.159375283
2019/5/29,8.150806029
2019/5/30,8.166612127
2019/5/31,8.171723982
2019/6/01,8.167970673
2019/6/02,7.911507748
2019/6/03,8.31307077
2019/6/04,8.257228334
2019/6/05,8.143767571
2019/6/06,7.980403435
2019/6/07,7.930908529
2019/6/08,7.977512981
2019/6/09,7.977598813
2019/6/10,7.954946144
2019/6/11,8.016096142
2019/6/12,8.094412399
2019/6/13,8.196288988
2019/6/14,8.15874832
2019/6/15,8.057690249
2019/6/16,7.949204712
2019/6/17,7.99144067
2019/6/18,7.98871523
2019/6/19,7.919434886
2019/6/20,7.842354474
2019/6/21,7.866950655
2019/6/22,7.951459508
2019/6/23,7.960764646
2019/6/24,7.862941838
2019/6/25,7.858238427
2019/6/26,7.975351502
2019/6/27,8.148434689
2019/6/28,8.15383106
2019/6/29,8.207725668
2019/6/30,8.281952795
2019/7/01,8.495655566
2019/7/02,8.619855449
2019/7/03,8.677252981
2019/7/04,8.563958082
2019/7/05,8.624242291
2019/7/06,8.633942098
2019/7/07,8.763949548
2019/7/08,8.83913549
2019/7/09,8.919407379
2019/7/10,8.942337678
2019/7/11,9.062481053
2019/7/12,9.202621188
2019/7/13,9.177141385
2019/7/14,9.039290215
2019/7/15,8.909591933
2019/7/16,8.8503581
2019/7/17,8.809760502
2019/7/18,8.823850753
2019/7/19,8.738576929
2019/7/20,8.702589449
2019/7/21,8.578338348
2019/7/22,8.469698355
2019/7/23,8.438782664
2019/7/24,8.455277346
2019/7/25,8.388740057
2019/7/26,8.357517708
2019/7/27,8.331516536
2019/7/28,8.493307369
2019/7/29,8.623545767
2019/7/30,8.71988975
2019/7/31,8.774908362
2019/8/01,8.879710585
2019/8/02,8.883012742
2019/8/03,9.049593596
2019/8/04,9.07842899
2019/8/05,9.169528694
2019/8/06,9.126114688
2019/8/07,9.358383175
2019/8/08,9.504564622
2019/8/09,9.678833736
2019/8/10,9.620895709
2019/8/11,9.615955976
2019/8/12,9.538157361
2019/8/13,9.597671198
2019/8/14,9.411266954
2019/8/15,9.300940909
2019/8/16,9.201122022
2019/8/17,9.265218231
2019/8/18,9.317161375
2019/8/19,9.348469462
2019/8/20,9.2999502
2019/8/21,9.226820624
2019/8/22,9.228112378
2019/8/23,9.264469413
2019/8/24,9.223543644
2019/8/25,9.167392547
2019/8/26,9.20845994
2019/8/27,9.285888589
2019/8/28,9.379195852
2019/8/29,9.346858467
2019/8/30,9.311341682
2019/8/31,9.378680028
2019/9/01,9.507821282
2019/9/02,9.556821905
2019/9/03,9.683710483
2019/9/04,9.801292855
2019/9/05,9.977426809
2019/9/06,10.09334741
2019/9/07,10.21651532
2019/9/08,10.28855452
2019/9/09,10.39903998
2019/9/10,10.39486766
2019/9/11,10.45174267
2019/9/12,10.57529072
2019/9/13,10.77827606
2019/9/14,10.88029967
2019/9/15,10.93574554
2019/9/16,11.12566696
2019/9/17,11.20263836
2019/9/18,11.31806352
2019/9/19,11.33325402
2019/9/20,11.41698901
2019/9/21,11.45238003
2019/9/22,11.59180866
2019/9/23,11.55546939
2019/9/24,11.64356394
2019/9/25,11.58291192
2019/9/26,11.49134209
2019/9/27,11.35616942
2019/9/28,11.36331916
2019/9/29,11.494303
2019/9/30,10.54300731
2019/10/01,10.49755606
2019/10/02,10.12934346
2019/10/03,10.13474565
2019/10/04,10.18395513
2019/10/05,10.09420331
2019/10/06,9.956123583
2019/10/07,9.878453737
2019/10/08,9.998698165
2019/10/09,10.53030511
2019/10/10,10.74260269
2019/10/11,10.80541142
2019/10/12,10.91923057
2019/10/13,11.03365911
2019/10/14,11.1022926
2019/10/15,11.13474733
2019/10/16,10.95161332
2019/10/17,10.83696859
2019/10/18,10.74487462
2019/10/19,10.73959588
2019/10/20,10.68416912
2019/10/21,10.68944786
2019/10/22,10.65425626
2019/10/23,10.78622475
2019/10/24,10.88933208
2019/10/25,11.039584
2019/10/26,11.30993351
2019/10/27,11.41813398
2019/10/28,11.37316818
2019/10/29,11.27255252
2019/10/30,11.18277167
2019/10/31,11.00470607
2019/11/01,10.88432473
2019/11/02,10.62318984
2019/11/03,10.42317162
2019/11/04,10.36946302
2019/11/05,10.32501453
2019/11/06,10.33983069
2019/11/07,10.37511027
2019/11/08,10.38178383
2019/11/09,10.32679547
2019/11/10,10.24816987
2019/11/11,10.09881903
2019/11/12,10.1023241
2019/11/13,10.11657699
2019/11/14,10.26319468
2019/11/15,10.2236916
2019/11/16,10.25058667
2019/11/17,10.37705763
2019/11/18,10.62453016
2019/11/19,10.70281635
2019/11/20,10.70016258
2019/11/21,10.54145972
2019/11/22,10.55684019
2019/11/23,10.52467146
2019/11/24,10.40628906
2019/11/25,10.27475412
2019/11/26,10.24523685
2019/11/27,10.24788133
2019/11/28,10.07971924
2019/11/29,9.891000627
2019/11/30,9.777032602
2019/12/01,9.833472542
2019/12/02,9.822497284
2019/12/03,9.715908878
2019/12/04,9.611341911
2019/12/05,9.75131497
2019/12/06,9.945470215
2019/12/07,10.01539597
2019/12/08,10.03967187
2019/12/09,10.04237686
2019/12/10,10.13303342
2019/12/11,10.24128808
2019/12/12,10.27511681
2019/12/13,10.18594223
2019/12/14,10.11567034
2019/12/15,10.02275084
2019/12/16,10.01168221
2019/12/17,9.950165136
2019/12/18,9.835188028
2019/12/19,9.383040344
2019/12/20,9.4772325
2019/12/21,10.26956456
2019/12/22,10.40256632
2019/12/23,11.61036523
2019/12/24,11.49297087
2019/12/25,11.56346457
2019/12/26,11.1128384
2019/12/27,10.83753336
2019/12/28,10.77714291
2019/12/29,9.624236352
2019/12/30,8.803425874
2019/12/31,8.930701844
2020/1/01,8.972812609
2020/1/02,9.677867456
2020/1/03,10.00845469
2020/1/04,10.23825387
2020/1/05,10.47607838
2020/1/06,10.64146142
2020/1/07,10.8878339
2020/1/08,10.98087579
2020/1/09,11.07091045
2020/1/10,11.13968302
2020/1/11,11.09747193
2020/1/12,11.02522498
2020/1/13,10.95487159
2020/1/14,10.88974454
2020/1/15,10.85401231
2020/1/16,10.83455934
2020/1/17,10.88320842
2020/1/18,10.88725394
2020/1/19,10.98596612
2020/1/20,11.06288475
2020/1/21,11.06459644
2020/1/22,11.02424898
2020/1/23,11.05005163
2020/1/24,11.07401464
2020/1/25,11.17356944
2020/1/26,11.15686545
2020/1/27,11.19985971
2020/1/28,11.21119433
2020/1/29,11.25842008
2020/1/30,11.27020999
2020/1/31,11.21289256
2020/2/01,11.23375941
2020/2/02,11.25323155
2020/2/03,11.30584319
2020/2/04,11.26933829
2020/2/05,11.27190488
2020/2/06,11.21552308
2020/2/07,11.26589569
2020/2/08,11.22411959
2020/2/09,11.10320867
2020/2/10,10.89451672
2020/2/11,10.78162425
2020/2/12,10.76016044
2020/2/13,10.7919619
2020/2/14,10.662322
2020/2/15,10.48826921
2020/2/16,10.51330596
2020/2/17,10.53445867
2020/2/18,10.6197204
2020/2/19,10.55394631
2020/2/20,10.59214155
2020/2/21,10.68544412
2020/2/22,10.75537927
2020/2/23,10.71865465
2020/2/24,10.75290629
2020/2/25,10.75875207
2020/2/26,10.78505823
2020/2/27,10.71087919
2020/2/28,10.62471536
2020/2/29,10.62135594
2020/3/01,10.63892389
2020/3/02,10.66858625
2020/3/03,10.74351991
2020/3/04,10.85679324
2020/3/05,10.98129879
2020/3/06,11.15867888
2020/3/07,11.32555247
2020/3/08,11.42704056
2020/3/09,11.4899076
2020/3/10,11.46792405
2020/3/11,11.43197181
2020/3/12,11.43215851
2020/3/13,11.27691463
2020/3/14,11.02308447
2020/3/15,10.80669942
2020/3/16,10.63291676
2020/3/17,10.45782164
2020/3/18,10.22417775
2020/3/19,9.84529118
2020/3/19,9.84529118
2020/3/20,9.442412616
2020/3/21,8.856004805
2020/3/22,8.181430217
2020/3/23,7.589816025
2020/3/24,7.484769716
2020/3/25,7.491194166
2020/3/26,7.5476205
2020/3/27,7.602538341
2020/3/28,7.893420657
2020/3/29,8.290027458
2020/3/30,8.788750885
2020/3/31,8.856664555
2020/4/01,8.885704262
2020/4/02,8.895849368
2020/4/03,9.00288798
2020/4/04,9.227140544
2020/4/05,9.408617148
2020/4/06,9.3345887
2020/4/07,9.346411788
2020/4/08,9.417338192
2020/4/09,9.463132663
2020/4/10,9.405562488
2020/4/11,9.44978918
2020/4/12,9.52311094
2020/4/13,9.731709797
2020/4/14,9.909538445
2020/4/15,10.03762206
2020/4/16,10.24090728
2020/4/17,10.42890371
2020/4/18,10.5769176
2020/4/19,10.52867053
2020/4/20,10.4153488
2020/4/21,10.22269262
2020/4/22,10.17378424
2020/4/23,10.05323683
2020/4/24,10.05901571
2020/4/25,9.937117193
2020/4/26,9.928159874
2020/4/27,9.895366792
2020/4/28,9.947314781
2020/4/29,9.884425866
2020/4/30,9.913026389
2020/5/01,9.835349605
2020/5/02,9.77776263
2020/5/03,9.743497049
2020/5/04,9.79527316
2020/5/05,9.972706263
2020/5/06,10.03867227
2020/5/07,10.14886617
2020/5/08,10.34243936
2020/5/09,10.48524933
2020/5/10,10.65436712
2020/5/11,10.56197453
2020/5/12,10.48601576
2020/5/13,10.58608908
2020/5/14,10.62111474
2020/5/15,10.407625
2020/5/16,10.12074816
2020/5/17,9.807185096
2020/5/18,9.747141105
2020/5/19,9.508633032
2020/5/20,9.178131795
2020/5/21,8.918165458
2020/5/22,8.580416483
2020/5/23,8.501021731
2020/5/24,8.441375471
2020/5/25,8.328190724
2020/5/26,8.157399125
2020/5/27,8.063020689
2020/5/28,7.884295362
2020/5/29,7.920353981
2020/5/30,7.965819196
2020/5/31,8.042639731
2020/6/01,8.237042719
2020/6/02,8.5286472
2020/6/03,8.754405508
2020/6/04,8.898639983
2020/6/05,8.993511288
2020/6/06,9.01196473
2020/6/07,9.114875859
2020/6/08,9.274472757
2020/6/09,9.44807871
2020/6/10,9.556700841
2020/6/11,9.664516719
2020/6/12,9.814506481
2020/6/13,9.982324444
2020/6/14,10.02499003
2020/6/15,9.990857561
2020/6/16,9.912637324
2020/6/17,9.862594786
2020/6/18,9.847136475
2020/6/19,9.878463452
2020/6/20,9.853424702
2020/6/21,9.743607407
2020/6/22,9.635034538
2020/6/23,9.53996471
2020/6/24,9.582854046
2020/6/25,9.604105684
2020/6/26,9.638435253
2020/6/27,9.661321633
2020/6/28,9.842777928
2020/6/29,9.949036118
2020/6/30,10.0471206
2020/7/01,10.02932119
2020/7/02,10.00802241
2020/7/03,10.03249411
2020/7/04,10.16158783
2020/7/05,10.26779453
2020/7/06,10.42467651
2020/7/07,10.56194198
2020/7/08,10.70066005
2020/7/09,10.85432061
2020/7/10,10.91316934
2020/7/11,10.96220995
2020/7/12,10.9801915
2020/7/13,10.9425937
2020/7/14,10.89302651
2020/7/14,10.89302651
2020/7/15,10.86682704
2020/7/16,10.40480823
2020/7/17,9.859795723
2020/7/18,9.329818881
2020/7/19,9.235888575
2020/7/20,9.077345556
2020/7/21,8.881535014
2020/7/22,8.753988699
2020/7/23,9.107884815
2020/7/24,9.539027291
2020/7/25,9.954001925
2020/7/26,10.02046972
2020/7/27,10.25400523
2020/7/28,10.48643501
2020/7/29,10.56938571
2020/7/30,10.66608844
2020/7/31,10.80912686
2020/8/01,10.87749968
2020/8/02,10.88068498
2020/8/03,10.74026945
2020/8/04,10.60671024
2020/8/05,10.58228288
2020/8/06,10.59449656
2020/8/07,10.54215221
2020/8/08,10.57181401
2020/8/09,10.57355882
2020/8/10,10.66428903
2020/8/11,10.75451946
2020/8/12,10.78791634
2020/8/13,10.83569736
2020/8/14,10.83965046
2020/8/15,10.92080091
2020/8/16,10.99135792
2020/8/17,11.11998163
2020/8/18,11.25429804
2020/8/19,11.34907846
2020/8/20,11.21919418
2020/8/21,11.02787813
2020/8/22,10.85937959
2020/8/23,10.81725496
2020/8/24,10.70843299
2020/8/25,10.59099238
2020/8/26,10.55081172
2020/8/27,10.69970061
2020/8/28,10.9196677
2020/8/29,10.92410749
2020/8/30,11.03280664
2020/8/31,11.4506691
2020/9/01,11.6631359
2020/9/02,11.68859333
2020/9/03,11.04852101
2020/9/04,10.91214196
2020/9/05,10.96305681
2020/9/06,10.63029194
2020/9/07,10.33389482
2020/9/08,10.11912912
2020/9/09,10.0747024
2020/9/10,10.8067451
2020/9/11,11.08210913
2020/9/12,11.2021018
2020/9/13,11.28219972
2020/9/14,11.40981722
2020/9/15,11.61213679
2020/9/16,11.93010526
2020/9/17,12.00914827
2020/9/18,12.03250189
2020/9/19,12.05765194
2020/9/20,12.23648533
2020/9/21,12.36293014
2020/9/22,12.41891707
2020/9/23,12.30510829
2020/9/24,12.21890745
2020/9/25,12.15683724
2020/9/26,12.13960079
2020/9/27,12.06190232
2020/9/28,12.1499162
2020/9/29,12.17992093
2020/9/30,12.20792535
2020/10/01,12.26993513
2020/10/02,12.30794112
2020/10/03,12.30594081
2020/10/04,12.21344779
2020/10/05,12.1239513
2020/10/06,12.03442735
2020/10/07,12.04089109
2020/10/08,11.97343238
2020/10/09,11.98594683
2020/10/10,12.12443826
2020/10/11,12.21743869
2020/10/12,12.25341348
2020/10/13,12.19145689
2020/10/14,12.1474877
2020/10/15,12.23742468
2020/10/16,12.34934625
2020/10/17,12.40330844
2020/10/18,12.48155987
2020/10/19,12.50815375
2020/10/20,12.671116
2020/10/21,12.61428987
2020/10/22,12.47778034
2020/10/23,12.27331843
2020/10/24,12.15140753
2020/10/25,11.97254895
2020/10/26,11.93734166
2020/10/27,11.77166031
2020/10/28,11.71574285
2020/10/29,11.44651065
2020/10/30,11.07786963
2020/10/31,10.62431692
2020/11/01,10.32927034
2020/11/02,10.32411724
2020/11/03,10.32411724
2020/11/04,10.32411724
2020/11/05,10.32411724
2020/11/06,10.32411724
2020/11/07,10.32411724
2020/11/08,10.32411724
2020/11/09,10.32411724
2020/11/10,10.32411724
2020/11/11,10.32411724
2020/11/12,10.32411724
2020/11/13,10.32411724
2020/11/14,10.32411724
2020/11/15,10.32411724
2020/11/16,10.32411724
2020/11/17,10.32411724
2020/11/18,10.32411724
2020/11/19,10.32411724
2020/11/20,10.32411724
2020/11/21,10.32411724
2020/11/22,10.32411724
2020/11/23,10.32411724
2020/11/24,10.32411724
2020/11/25,10.32411724
2020/11/26,10.32411724
2020/11/27,10.32411724
2020/11/28,10.32411724
2020/11/29,10.32411724
2020/11/30,10.32411724
2020/12/01,10.32411724
2020/12/02,10.32411724
2020/12/03,10.32411724
2020/12/04,10.32411724
2020/12/05,10.32411724
2020/12/06,10.32411724
2020/12/07,10.32411724
2020/12/08,10.32411724
2020/12/09,10.32411724
2020/12/10,10.32411724
2020/12/11,10.32411724
2020/12/12,10.32411724
2020/12/13,10.32411724
2020/12/14,10.32411724
2020/12/15,10.32411724
2020/12/16,10.32411724
2020/12/17,10.32411724
2020/12/18,10.32411724
2020/12/19,10.32411724
2020/12/20,10.32411724
2020/12/21,10.32411724
2020/12/22,10.32411724
2020/12/23,10.32411724
2020/12/24,10.32411724
2020/12/25,10.32411724
2020/12/26,10.32411724
2020/12/27,10.32411724
2020/12/28,10.32411724
2020/12/29,10.32411724
2020/12/30,10.27729067
2020/12/31,10.1177822
2021/1/01,10.26240774
2021/1/02,10.70136597
2021/1/03,10.96935496
2021/1/04,11.13185314
2021/1/05,11.20796374
2021/1/06,11.25775123
2021/1/07,11.34326767
2021/1/08,11.40364923
2021/1/09,11.44057746
2021/1/10,11.34334415
2021/1/11,11.35740045
2021/1/12,11.46365995
2021/1/13,11.58904286
2021/1/14,11.66225742
2021/1/15,11.65741897
2021/1/16,11.63355956
2021/1/17,11.65450806
2021/1/18,11.70200926
2021/1/19,11.61207382
2021/1/20,11.50468632
2021/1/21,11.35700889
2021/1/22,11.26095488
2021/1/23,11.11389464
2021/1/24,11.02852776
2021/1/25,10.95944315
2021/1/26,10.986456
2021/1/27,10.98203565
2021/1/28,11.0611435
2021/1/29,11.08583516
2021/1/30,11.19285254
2021/1/31,11.22344603
2021/2/01,11.211821
2021/2/02,11.17072411
2021/2/03,11.0714467
2021/2/04,10.88161338
2021/2/05,10.79905073
2021/2/06,10.79491021
2021/2/07,10.79537372
2021/2/08,10.97823097
2021/2/09,11.19483192
2021/2/10,11.47667254
2021/2/11,11.74281479
2021/2/12,11.88102185
2021/2/13,11.80767242
2021/2/14,11.73370022
2021/2/15,11.51039037
2021/2/16,11.36260145
2021/2/17,11.24261986
2021/2/18,11.07357793
2021/2/19,10.86268288
2021/2/20,10.81497437
2021/2/21,10.87240169
2021/2/22,10.94445261
2021/2/23,10.91392873
2021/2/24,10.83917013
2021/2/25,10.75887699
2021/2/26,10.79163704
2021/2/27,10.85816916
2021/2/28,10.91510345
2021/3/01,10.96052753
2021/3/02,10.91759644
2021/3/03,10.86245844
2021/3/04,10.85243737
2021/3/05,10.87546203
2021/3/06,10.85047014
2021/3/07,10.73989753
2021/3/08,10.60236948
2021/3/09,10.57799808
2021/3/10,10.63958842
2021/3/11,10.73965844
2021/3/12,10.82365684
2021/3/13,10.77091864
2021/3/14,10.75225532
2021/3/15,10.6879777
2021/3/16,10.71181357
2021/3/17,10.69425464
2021/3/18,10.71568395
2021/3/19,10.63474315
2021/3/20,10.6465978
2021/3/21,10.66082475
2021/3/22,10.77499305
2021/3/23,10.8239208
2021/3/24,10.91175908
2021/3/25,10.97590816
2021/3/26,11.10409677
2021/3/27,11.21170031
2021/3/28,11.24496445
2021/3/29,11.21733111
2021/3/30,11.17424234
2021/3/31,11.12766043
2021/4/01,11.06703162
2021/4/02,10.9683285
2021/4/03,10.9380214
2021/4/04,11.01433511
2021/4/05,11.04311843
2021/4/06,11.01316556
2021/4/07,10.97478105
2021/4/08,10.98238887
2021/4/09,11.07331866
2021/4/10,11.09875163
2021/4/11,11.04684572
2021/4/12,11.04481904
2021/4/13,11.11320842
2021/4/14,11.18740127
2021/4/15,11.17167316
2021/4/16,11.07028379
2021/4/17,11.04179719
2021/4/18,11.00064041
2021/4/19,10.86544088
2021/4/20,10.54056625
2021/4/21,10.00962378
2021/4/22,9.598877977
2021/4/23,9.234087344
2021/4/24,8.943139908
2021/4/25,8.77861361
2021/4/26,8.810098721
2021/4/27,9.088612288
2021/4/28,9.435960851
2021/4/29,9.736994019
2021/4/30,10.03673196
2021/5/01,10.20321732
2021/5/02,10.26010172
2021/5/03,10.16171335
2021/5/04,10.04163349
2021/5/05,10.08571916
2021/5/06,10.27510943
2021/5/07,10.45595983
2021/5/08,10.59263315
2021/5/09,10.77551756
2021/5/10,11.04183182
2021/5/11,11.3602994
2021/5/12,11.50374502
2021/5/13,11.50892633
2021/5/14,11.50103609
2021/5/15,11.57005625
2021/5/16,11.78177117
2021/5/17,11.83268574
2021/5/18,11.62426247
2021/5/19,11.40572184
2021/5/20,11.12358287
2021/5/21,10.71442381
2021/5/22,9.856856471
2021/5/23,8.39614562
2021/5/24,6.748433248
2021/5/25,6.107788728
2021/5/26,5.300825225
2021/5/27,7.060197857
2021/5/28,11.94933351
2021/5/29,14.2857394
2021/5/30,15.14666024
2021/5/31,15.15170316
2021/6/01,14.95149405
2021/6/02,14.82023678
2021/6/03,14.37704701
2021/6/04,12.53476073
2021/6/05,10.26914255
2021/6/06,9.444934374
2021/6/07,9.403376182
2021/6/08,9.54715951
2021/6/09,9.632814819
2021/6/10,9.650988177
2021/6/11,9.605822038
2021/6/12,9.436382206
2021/6/13,9.180218043
2021/6/14,9.008719754
2021/6/15,8.996798394
2021/6/16,8.850920912
2021/6/17,8.699680877
2021/6/18,8.529895614
2021/6/19,8.41629774
2021/6/20,8.402761693
2021/6/21,8.376522223
2021/6/22,8.098510333
2021/6/23,7.867811305
2021/6/24,7.554475707
2021/6/25,7.267715422
2021/6/26,7.006408015
2021/6/27,6.786465661
2021/6/28,6.568421543
2021/6/29,6.371494621
2021/6/30,6.14826199
2021/7/01,5.966284369
2021/7/02,5.835052941
2021/7/03,5.755200452
2021/7/04,5.764395077
2021/7/05,5.781719407
2021/7/06,5.667078283
2021/7/07,5.711828254
2021/7/08,5.840380114
2021/7/09,5.925484433
2021/7/10,5.974527558
2021/7/11,5.907604103
2021/7/12,5.876417862
2021/7/13,6.076119228
2021/7/14,6.196395987
2021/7/15,6.20132013
2021/7/16,6.241078027
2021/7/17,6.309924845
2021/7/18,6.398521613
2021/7/19,6.384260719
2021/7/20,6.375521171
2021/7/21,6.402915781
2021/7/22,6.459332566
2021/7/23,6.46810633
2021/7/24,6.422164669
2021/7/25,6.351220029
2021/7/26,6.358164384
2021/7/27,6.363025432
2021/7/28,6.394014615
2021/7/29,6.464152598
2021/7/30,6.551130641
2021/7/31,6.638976728